113,"Aspyk","2014-05-30","3DS Music Park",119545,27,"France","https://www.youtube.com/watch?v=gGxEU5mXgog","10-0-0","1-1-1","Circuit Special","Slick",0,"Wario Wing",0,"Bowser","41.259","39.346","38.940",0,0,"","","",""
114,"4rinBoT","2014-05-30","N64 Royal Raceway",119009,23,"Japan","N/A","10-0-0","1-1-1","Mach 8","Slick",0,"Plane Glider",0,"Heavy Mii","40.787","39.160","39.062",0,0,"","","",""
115,"のりたま","2014-05-30","3DS Music Park",119511,27,"Japan","N/A","9-1-0","1-1-1","Circuit Special","Cyber Slick",0,"Super Glider",0,"Morton","40.927","38.873","39.711",0,0,"","","",""
116,"Cole","2014-06-05","GBA Mario Circuit",86216,18,"Canada","N/A","9-1-0","1-1-1","Mach 8","Slick",0,"Flower Glider",0,"Wario","29.812","28.057","28.347",0,0,"","","",""
119,"Kazuo","2014-05-30","Dolphin Shoals",123241,10,"France","N/A","10-0-0","1-1-1","Steel Driver","Retro Off-Road",0,"Super Glider",0,"Wario","42.105","40.639","40.497",0,0,"","","",""
120,"ALAKTORN","2014-05-30","SNES Donut Plains 3",80334,22,"Italy","https://www.youtube.com/watch?v=o1H2LhxBKsA","6-1-0","1-1-1","Mach 8","Slim",0,"MKTV Parafoil",1,"Bowser","27.552","26.484","26.298",0,0,"","","",""
121,"Mick","2014-05-30","N64 Toad's Turnpike",107557,20,"France","https://www.youtube.com/watch?v=fMM4ThwrVJM","10-0-0","1-1-1","Circuit Special","Cyber Slick",0,"Plane Glider",2,"Bowser","36.665","35.453","35.439",0,0,"","","",""
122,"Mick","2014-05-30","N64 Yoshi Valley",122714,28,"France","https://www.youtube.com/watch?v=GrXzQKRDdRc","10-0-0","1-1-1","Circuit Special","Cyber Slick",0,"Plane Glider",0,"Bowser","42.761","40.038","39.915",0,0,"","","",""
123,"よっしー","2014-05-30","N64 Yoshi Valley",122638,28,"Japan","http://www.youtube.com/watch?v=u41_TqldXho","10-0-0","1-1-1","Circuit Special","Cyber Slick",0,"Bowser Kite",1,"Bowser","42.716","39.825","40.097",0,0,"","","",""
124,"Alexony","2014-05-30","Mario Kart Stadium",100759,1,"Spain","https://www.youtube.com/watch?v=ed3qwKrJ7Lk","8-2-0","1-1-1","Circuit Special","Cyber Slick",0,"MKTV Parafoil",0,"Morton","34.771","33.140","32.848",0,0,"","","",""
125,"Sam","2014-05-30","Thwomp Ruins",114115,4,"France","https://www.youtube.com/watch?v=Q01AarTsrLE","10-0-0","1-1-1","Sports Coupe","Slick",0,"Wario Wing",1,"Morton","39.612","37.369","37.134",0,0,"","","",""
126,"mume","2014-05-30","DS Tick-Tock Clock",114290,29,"Japan","N/A","10-0-0","1-1-1","Circuit Special","Cyber Slick",0,"Super Glider",0,"Morton","39.223","37.470","37.597",0,0,"","","",""
