Player Name,Score,Character,Vehicle,Glider,Tires
Kamek,77285,Roy,Streetle,Cloud Glider,Roller
Doodle,77204,Waluigi,Landship,Cloud Glider,Roller
Shaun,125524,Dry Bowser,Splat Buggy,Plane Glider,Slim
SuperFX,99008,Dry Bowser,Mach 8,Paper Glider,Leaf Tires
Liar,104766,Dry Bowser,Landship,Super Glider,Roller
beat,123112,Bowser,Sports Coupe,Plane Glider,Roller
Kazuo,121681,Wario,W 25 Silver Arrow,Parachute,Azure Roller
TylerR,78920,Dry Bowser,Biddybuggy,Super Glider,Azure Roller
Horse,59754,Wario,Blue Falcon,Waddle Wing,Crimson Slim
Finn,89640,Roy,Streetle,Waddle Wing,Azure Roller
Jimmy,91401,Dry Bowser,Biddybuggy,Super Glider,Azure Roller
どらさ,79364,Baby Rosalina,Biddybuggy,Paper Glider,Azure Roller
Treat,63123,Heavy Mii Kirby,Blue Falcon,Gold Glider,Slim
ことちゃんすき,84423,Roy,Yoshi Bike,Paper Glider,Roller
Shaun,125523,Dry Bowser,Splat Buggy,Plane Glider,Slim
とれいん。,81421,Wario,Mach 8,Paper Glider,Leaf Tires
flc,82097,Baby Daisy,Biddybuggy,Cloud Glider,Roller
Ren,114502,Morton,W 25 Silver Arrow,Super Glider,Roller
Horse,59839,Wario,Blue Falcon,Waddle Wing,Crimson Slim
X treme,102917,Roy,Biddybuggy,Flower Glider,Leaf Tires
Shaun,124947,Dry Bowser,Splat Buggy,Plane Glider,Slim
Jimmy,74930,Dry Bowser,W 25 Silver Arrow,Cloud Glider,Crimson Slim
どらさ,78995,Baby Rosalina,Biddybuggy,Paper Glider,Azure Roller
Horse,59787,Wario,Blue Falcon,Waddle Wing,Crimson Slim
Kevin,85071,Heavy Mii Bowser,Biddybuggy,Plane Glider,Azure Roller
Kevin,85017,Heavy Mii Bowser,Biddybuggy,Plane Glider,Azure Roller
starxlx,84689,Morton,Biddybuggy,Cloud Glider,Azure Roller
flc,82069,Baby Daisy,Biddybuggy,Cloud Glider,Roller
Kay,118315,Heavy Mii Crossing,Streetle,Paper Glider,Azure Roller
Domenico,110951,Dry Bowser,Wild Wiggler,MKTV Parafoil,Azure Roller
starxlx,84676,Morton,Biddybuggy,Cloud Glider,Azure Roller
Shaun,112568,Heavy Mii,Sports Coupe,Plane Glider,Slim
Kazuo,121636,Wario,W 25 Silver Arrow,Parachute,Azure Roller
starxlx,84604,Morton,Biddybuggy,Cloud Glider,Azure Roller
Finn,89564,Roy,Streetle,Wario Wing,Azure Roller
Kamek,77188,Roy,Streetle,Cloud Glider,Roller
Tyler,84774,Roy,Streetle,Paper Glider,Azure Roller
flc,82057,Baby Daisy,Biddybuggy,Cloud Glider,Roller
Matt,73332,Waluigi,W 25 Silver Arrow,Cloud Glider,Button
Kazuo,121594,Wario,W 25 Silver Arrow,Parachute,Azure Roller
Kamek,77136,Roy,Streetle,Cloud Glider,Roller
Kazuo,121510,Wario,W 25 Silver Arrow,Parachute,Azure Roller
Kazuo,121598,Wario,W 25 Silver Arrow,Parachute,Azure Roller
Danny,123086,Bowser,Mach 8,Gold Glider,Azure Roller
Mattew,125491,Wario,Splat Buggy,Plane Glider,Slim
Anthony,69966,Wario,Biddybuggy,Paper Glider,Leaf Tires
SuperFX,99036,Dry Bowser,Mach 8,Paper Glider,Leaf Tires
Finn,89230,Roy,Streetle,Wario Wing,Azure Roller
Jimmy,74812,Dry Bowser,W 25 Silver Arrow,Cloud Glider,Crimson Slim
vxlocity,79343,Heavy Mii Peach,Wild Wiggler,Cloud Glider,Azure Roller
Kevin,84987,Heavy Mii Bowser,Biddybuggy,Plane Glider,Azure Roller
flc,82060,Baby Daisy,Biddybuggy,Cloud Glider,Roller
けい,62600,Dry Bowser,Splat Buggy,Super Glider,Slim
Shaun,125486,Dry Bowser,Splat Buggy,Plane Glider,Slim
Peze,106460,Dry Bowser,Biddybuggy,Cloud Glider,Azure Roller
Kazuo,121595,Wario,W 25 Silver Arrow,Parachute,Azure Roller
Shaun,125373,Dry Bowser,Splat Buggy,Plane Glider,Slim
Shaun,125321,Dry Bowser,Splat Buggy,Plane Glider,Slim
starxlx,84536,Morton,Biddybuggy,Cloud Glider,Roller
Kamek,77129,Roy,Streetle,Cloud Glider,Roller
Xander,84727,Roy,Streetle,Paper Glider,Azure Roller
Ryan5,73160,Morton,Master Cycle,Plane Glider,Slim
Shaun,125293,Dry Bowser,Splat Buggy,Plane Glider,Slim
とれいん。,81392,Wario,Mach 8,Paper Glider,Leaf Tires
Kamek,77128,Roy,Streetle,Cloud Glider,Roller
Jujudut,104076,Roy,Biddybuggy,Parachute,Azure Roller
Angryfast,84703,Waluigi,Streetle,Paper Glider,Azure Roller
Ren,114449,Heavy Mii Mario,W 25 Silver Arrow,Paper Glider,Roller
Kamek,77093,Roy,Streetle,Cloud Glider,Roller
けい,62583,Dry Bowser,Splat Buggy,Super Glider,Slim
Jimmy,62483,Dry Bowser,Splat Buggy,Super Glider,Crimson Slim
Peze,106415,Dry Bowser,Biddybuggy,Cloud Glider,Azure Roller
Demon,110179,Wario,Streetle,Super Glider,Azure Roller
Kamek,76971,Roy,Streetle,Cloud Glider,Roller
Ryan's,107478,Wario,Wild Wiggler,Parachute,Roller
えぢから,47610,Luigi,Wild Wiggler,Paper Glider,Leaf Tires
Angryfast,84568,Waluigi,Streetle,Paper Glider,Azure Roller
Mick,82344,Orange Yoshi,Streetle,Flower Glider,Roller
Jimmy,62450,Dry Bowser,Splat Buggy,Super Glider,Crimson Slim
Jimmy,62416,Dry Bowser,Splat Buggy,Super Glider,Crimson Slim
Jimmy,74623,Dry Bowser,W 25 Silver Arrow,Cloud Glider,Crimson Slim
Mick,82036,Orange Yoshi,Streetle,Flower Glider,Roller
Colvin,81431,Wario,Biddybuggy,Cloud Glider,Azure Roller
Jimmy,89160,Roy,W 25 Silver Arrow,Cloud Glider,Azure Roller
beat,123062,Bowser,Sports Coupe,Plane Glider,Roller
flc,81924,Baby Daisy,Biddybuggy,Cloud Glider,Roller
Jimmy,62283,Dry Bowser,Splat Buggy,Cloud Glider,Crimson Slim
むし,104041,Roy,Biddybuggy,MKTV Parafoil,Roller
Mick,83050,Yoshi,Biddybuggy,Paper Glider,Leaf Tires
Shaun,125267,Dry Bowser,Splat Buggy,Plane Glider,Slim
Cole,107546,Dry Bowser,Yoshi Bike,Cloud Glider,Button
Cole,107478,Dry Bowser,Yoshi Bike,Cloud Glider,Button
Ren,114142,Heavy Mii Mario,W 25 Silver Arrow,Hylian Kite,Leaf Tires
K4I,102908,Donkey Kong,Biddybuggy,Parachute,Leaf Tires
Dusse,127411,Morton,Comet,Super Glider,Slim
44,79125,Dry Bowser,Streetle,Flower Glider,Slim
B!KZO,91430,Wario,Splat Buggy,Plane Glider,Crimson Slim
SeLe,112317,Wario,Streetle,Wario Glider,Slim
Naoto,87871,Donkey Kong,Streetle,Parafoil,Button
けん,97688,Cat Peach,Wild Wiggler,Parachute,Roller
あお,90851,Morton,Pipe Frame,Super Glider,Slim
Mikkums,81813,Dry Bowser,Comet,Parafoil,Retro Off-Road
Brent,110413,Donkey Kong,Sneeker,Paper Glider,Roller
Kevin,79587,Heavy Mii,Streetle,Parachute,Slim
K4I,101864,Morton,Splat Buggy,Super Glider,Slim
ぺよん,115135,Wario,Splat Buggy,Hylian Kite,Roller
Larvitar,108286,Wario,W 25 Silver Arrow,Bowser Kite,Leaf Tires
Katta,66908,Purple Inkling Girl,Streetle,Parachute,Roller
SuperFX,107066,Heavy Mii,Biddybuggy,Parachute,Roller
Horse,59665,Wario,Blue Falcon,Waddle Wing,Crimson Slim
ゲコつむり,106133,Wario,Streetle,Paper Glider,Roller
Davi,90938,Morton,Splat Buggy,Parachute,Crimson Slim
X treme,81373,Wario,Mach 8,Cloud Glider,Leaf Tires
TylerR,90317,Dry Bowser,Wild Wiggler,Super Glider,Azure Roller
Danny,123029,Bowser,Sports Coupe,Gold Glider,Azure Roller
SuperFX,98833,Dry Bowser,Mach 8,Paper Glider,Leaf Tires
vxlocity,72799,Heavy Mii Peach,Comet,Paper Glider,Azure Roller
Cynda,82884,Red Yoshi,Wild Wiggler,Bowser Kite,Slim
Mick,82850,Yoshi,Biddybuggy,Paper Glider,Leaf Tires
Mick,82622,Yoshi,Biddybuggy,Paper Glider,Leaf Tires
ゆず,73154,Morton,Master Cycle,Super Glider,Slim
TylerR,85978,Dry Bowser,Biddybuggy,Super Glider,Azure Roller
TylerR,79269,Dry Bowser,Biddybuggy,Super Glider,Azure Roller
Dusse,126455,Morton,Sport Bike,Super Glider,Crimson Slim
Davi,118721,Dry Bowser,Streetle,Hylian Kite,Azure Roller
Anthony,69889,Wario,Biddybuggy,Paper Glider,Leaf Tires
はなみん,120846,Dry Bowser,Splat Buggy,Plane Glider,Roller
Shaun,79003,Heavy Mii,W 25 Silver Arrow,Plane Glider,Roller
K4I,125279,Dry Bowser,Splat Buggy,Plane Glider,Slim
Ren,113784,Heavy Mii Mario,W 25 Silver Arrow,Hylian Kite,Leaf Tires
Jimmy,74540,Dry Bowser,W 25 Silver Arrow,Cloud Glider,Crimson Slim
Shaun,78993,Heavy Mii,W 25 Silver Arrow,Plane Glider,Roller
Shaun,78905,Heavy Mii,W 25 Silver Arrow,Plane Glider,Roller
Ren,113717,Heavy Mii Mario,W 25 Silver Arrow,Hylian Kite,Leaf Tires
Kazuo,102790,Roy,Biddybuggy,Cloud Glider,Leaf Tires
むし,103957,Roy,Biddybuggy,MKTV Parafoil,Azure Roller
K4I,125216,Dry Bowser,Splat Buggy,Gold Glider,Crimson Slim
Kevin,88728,Heavy Mii Luigi,W 25 Silver Arrow,Parachute,Azure Roller
X treme,110588,Wario,Wild Wiggler,Paper Glider,Azure Roller
K4I,125059,Dry Bowser,Splat Buggy,Gold Glider,Crimson Slim
Kay,120799,Heavy Mii Crossing,Splat Buggy,Super Glider,Azure Roller
むし,103893,Roy,Biddybuggy,MKTV Parafoil,Azure Roller
vxlocity,72792,Heavy Mii Peach,Comet,Paper Glider,Azure Roller
Anthony,69779,Wario,Biddybuggy,Paper Glider,Leaf Tires
Jimmy,62250,Dry Bowser,Splat Buggy,Cloud Glider,Crimson Slim
Jimmy,62183,Dry Bowser,Splat Buggy,Cloud Glider,Crimson Slim
Power,83816,Roy,Streetle,Cloud Glider,Roller
Power,83446,Roy,Streetle,Cloud Glider,Roller
Power,83204,Roy,Streetle,Cloud Glider,Roller
Carson,74600,Dry Bowser,W 25 Silver Arrow,Cloud Glider,Slim
K4I,125024,Dry Bowser,Splat Buggy,Plane Glider,Crimson Slim
K4I,125124,Dry Bowser,Splat Buggy,Gold Glider,Crimson Slim
K4I,124979,Dry Bowser,Splat Buggy,Plane Glider,Crimson Slim
とれいん。,81317,Wario,Mach 8,Paper Glider,Leaf Tires
Naoto,84548,Roy,Landship,Paper Glider,Roller
Demon,110159,Wario,Streetle,Super Glider,Azure Roller
X treme,110536,Wario,Wild Wiggler,Paper Glider,Azure Roller
Sparks,89073,Roy,W 25 Silver Arrow,Cloud Glider,Azure Roller
Snowdog,82827,Roy,Wild Wiggler,Cloud Glider,Azure Roller
ケーべルト,116447,Roy,Biddybuggy,Super Glider,Roller
Angryfast,84488,Waluigi,Streetle,Paper Glider,Azure Roller
vxlocity,72742,Heavy Mii Varia,Comet,Paper Glider,Azure Roller
Shaun,112538,Heavy Mii,Sports Coupe,Plane Glider,Slim
Shaun,112496,Heavy Mii,Sports Coupe,Plane Glider,Slim
Mon,80835,Orange Inkling Girl,Biddybuggy,Cloud Glider,Azure Roller
Carson,84304,Dry Bowser,Biddybuggy,Cloud Glider,Azure Roller
X treme,110566,Wario,Wild Wiggler,Paper Glider,Azure Roller
Jimmy,88670,Roy,W 25 Silver Arrow,Cloud Glider,Azure Roller
Kamek,106467,Rosalina,Streetle,Cloud Glider,Azure Roller
たちばなありす,106387,Dry Bowser,Biddybuggy,Cloud Glider,Azure Roller
Bry,86856,Wario,Mach 8,Plane Glider,Azure Roller
Bry,86763,Wario,Mach 8,Plane Glider,Azure Roller
Kamek,106382,Rosalina,Streetle,Cloud Glider,Azure Roller
Kamek,106372,Rosalina,Streetle,Cloud Glider,Azure Roller
Kevin,57631,Heavy Mii Luigi,Mach 8,Parachute,Crimson Slim
Shaun,124846,Dry Bowser,Splat Buggy,Super Glider,Slim
Power,83072,Roy,Pipe Frame,Cloud Glider,Roller
Horse,59571,Wario,Blue Falcon,Waddle Wing,Crimson Slim
Power,83057,Roy,Pipe Frame,Cloud Glider,Roller
Power,83033,Roy,Pipe Frame,Cloud Glider,Roller
Jacob,57605,Dry Bowser,Mach 8,Cloud Glider,Slim
Jimmy,88992,Roy,W 25 Silver Arrow,Cloud Glider,Azure Roller
X treme,110345,Wario,Wild Wiggler,Peach Parasol,Azure Roller
Jimmy,88976,Roy,W 25 Silver Arrow,Cloud Glider,Azure Roller
Jimmy,88837,Roy,W 25 Silver Arrow,Cloud Glider,Azure Roller
Snowdog,82822,Roy,Wild Wiggler,Cloud Glider,Azure Roller
Jacob,57624,Dry Bowser,Mach 8,Cloud Glider,Slim
Jimmy,82812,Roy,Wild Wiggler,Cloud Glider,Azure Roller
Horse,59644,Wario,Blue Falcon,Waddle Wing,Crimson Slim
TylerR,77760,Dry Bowser,Streetle,Super Glider,Roller
ゆず,72929,Morton,Master Cycle,Super Glider,Slim
Dragnir,106338,King Boo,Streetle,Cloud Glider,Azure Roller
Dragnir,106324,King Boo,Streetle,Cloud Glider,Azure Roller
Kamek,106274,Rosalina,Streetle,Cloud Glider,Azure Roller
Peze,106180,Donkey Kong,Biddybuggy,Cloud Glider,Azure Roller
Shaun,78846,Heavy Mii,W 25 Silver Arrow,Plane Glider,Roller
Danny,105206,Roy,Biddybuggy,Cloud Glider,Roller
Danny,105124,Roy,Biddybuggy,Cloud Glider,Roller
Danny,104967,Roy,Biddybuggy,Cloud Glider,Roller
Peze,106380,Donkey Kong,Biddybuggy,Cloud Glider,Azure Roller
Peze,106341,Donkey Kong,Biddybuggy,Cloud Glider,Azure Roller
Peze,106338,Donkey Kong,Biddybuggy,Cloud Glider,Azure Roller
Peze,106337,Donkey Kong,Biddybuggy,Cloud Glider,Azure Roller
Peze,106255,Donkey Kong,Biddybuggy,Cloud Glider,Azure Roller
Dragnir,106121,King Boo,Streetle,Cloud Glider,Roller
K4I,124889,Dry Bowser,Splat Buggy,Plane Glider,Crimson Slim
Peze,105935,Donkey Kong,Biddybuggy,Cloud Glider,Azure Roller
X treme,110511,Wario,Wild Wiggler,Flower Glider,Azure Roller
Kamek,106103,Rosalina,Streetle,Cloud Glider,Azure Roller
vxlocity,72677,Wario,Comet,Paper Glider,Azure Roller
Dragnir,105971,King Boo,Streetle,Cloud Glider,Roller
Jujudut,103819,Roy,Biddybuggy,Cloud Glider,Roller
Davi,117073,Dry Bowser,Streetle,Super Glider,Roller
Snowdog,82777,Roy,Wild Wiggler,Cloud Glider,Azure Roller
Horse,59579,Wario,Blue Falcon,Waddle Wing,Crimson Slim
Lyte,109723,Morton,Wild Wiggler,Paper Glider,Leaf Tires
ステルス,118532,Dry Bowser,Mach 8,Plane Glider,Leaf Tires
むし,103826,Roy,Biddybuggy,Bowser Kite,Roller
ゆず,72895,Morton,Master Cycle,Super Glider,Slim
vxlocity,72588,Dry Bowser,Comet,Gold Glider,Azure Roller
Shaun,116417,Roy,Biddybuggy,Super Glider,Roller
K4I,107455,Wario,Mach 8,Flower Glider,Leaf Tires
Jimmy,72447,Dry Bowser,Pipe Frame,Cloud Glider,Azure Roller
Kevin,88659,Heavy Mii Luigi,W 25 Silver Arrow,Parachute,Azure Roller
starxlx,80113,King Boo,Streetle,Cloud Glider,Roller
Jimmy,88536,Dry Bowser,W 25 Silver Arrow,Cloud Glider,Azure Roller
cheLmi,114937,Dry Bowser,Splat Buggy,Cloud Glider,Azure Roller
Jimmy,82756,Roy,Wild Wiggler,Cloud Glider,Azure Roller
Hayashi,85683,Morton,Blue Falcon,Paper Glider,Slim
Larvitar,107423,Wario,Biddybuggy,MKTV Parafoil,Leaf Tires
ゆゆゆ,86388,Wario,Sport Bike,Wario Wing,Slim
ぎぞく,118580,Dry Bowser,Streetle,Super Glider,Roller
cheLmi,114811,Dry Bowser,Splat Buggy,Cloud Glider,Azure Roller
マーマレード,111108,Dry Bowser,Comet,Paper Glider,Leaf Tires
Kevin,79712,Heavy Mii,W 25 Silver Arrow,Plane Glider,Slim
TylerR,86104,Donkey Kong,Splat Buggy,Super Glider,Crimson Slim
うひ,90876,King Boo,Wild Wiggler,Super Glider,Roller
とれいん。,123972,Wario,Standard Bike,Gold Glider,Button
Shaun,123364,Dry Bowser,Splat Buggy,Plane Glider,Slim
FleeT,119015,Dry Bowser,Cat Cruiser,Super Glider,Roller
Ren,81258,Waluigi,Biddybuggy,Plane Glider,Azure Roller
Ren,81244,Waluigi,Biddybuggy,Plane Glider,Azure Roller
Horse,59557,Wario,Blue Falcon,Waddle Wing,Crimson Slim
San,81312,Dry Bowser,Mach 8,Paper Glider,Leaf Tires
むし,103748,Roy,Biddybuggy,Flower Glider,Roller
Davi,107424,Wario,Mach 8,Flower Glider,Leaf Tires
むし,103505,Roy,Biddybuggy,Flower Glider,Roller
Robel,90404,Dry Bowser,Pipe Frame,Super Glider,Azure Roller
Leroy,82464,Wario,Mach 8,Cloud Glider,Crimson Slim
どらさ,74229,Wario,W 25 Silver Arrow,Paper Glider,Leaf Tires
ゆず,72682,Wario,Sport Bike,Super Glider,Slim
Sgt. Guy,90534,Roy,Streetle,Super Glider,Roller
Cole,120793,Wario,Yoshi Bike,Cloud Glider,Azure Roller
Jujudut,103780,Roy,Biddybuggy,Cloud Glider,Roller
K4I,107401,Dry Bowser,Mach 8,Paper Glider,Leaf Tires
Leroy,82402,Wario,Mach 8,Cloud Glider,Slim
Alberto,101250,Baby Peach,Biddybuggy,Paper Glider,Azure Roller
Kamek,119158,Heavy Mii Rosalina,Inkstriker,Gold Glider,Azure Roller
Kamek,118970,Heavy Mii Rosalina,Inkstriker,Gold Glider,Azure Roller
Kazuo,100537,Roy,Biddybuggy,Super Glider,Roller
vxlocity,72514,Dry Bowser,Comet,Gold Glider,Azure Roller
flc,81783,Baby Daisy,Biddybuggy,Cloud Glider,Roller
Darky,47568,Gold Mario,Wild Wiggler,Flower Glider,Button
Darky,47487,Gold Mario,Wild Wiggler,Flower Glider,Button
Kamek,118701,Heavy Mii Rosalina,Inkstriker,Gold Glider,Azure Roller
ありす,104374,Roy,Biddybuggy,Cloud Glider,Roller
K4I,107394,Bowser,Mach 8,Paper Glider,Leaf Tires
K4I,107387,Bowser,Mach 8,Paper Glider,Leaf Tires
Thurmos,107454,Wario,Wild Wiggler,Cloud Glider,Azure Roller
Kevin,90395,Heavy Mii Luigi,Pipe Frame,Plane Glider,Azure Roller
Shaun,121631,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
Ryan's,107409,Wario,Wild Wiggler,Parachute,Roller
Cole,107370,Wario,Yoshi Bike,Cloud Glider,Button
Thurmos,107404,Wario,Wild Wiggler,Cloud Glider,Azure Roller
ケーべルト,116405,Roy,Biddybuggy,Super Glider,Roller
うひ,121826,Dry Bowser,Sports Coupe,Plane Glider,Azure Roller
Carson,88827,Roy,Streetle,Wario Wing,Azure Roller
ゆず,72830,Wario,Sport Bike,Super Glider,Slim
Shaun,121364,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
Demon,100522,Wario,Biddybuggy,Super Glider,Azure Roller
Kazuo,100397,Roy,Biddybuggy,Super Glider,Roller
X treme,88816,Roy,Biddybuggy,Cloud Glider,Azure Roller
Darky,47492,Gold Mario,Wild Wiggler,Flower Glider,Button
Jimmy,79887,King Boo,Streetle,Cloud Glider,Azure Roller
Flarena,107401,Wario,Wild Wiggler,Cloud Glider,Roller
Shaun,121567,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
Jimmy,79460,King Boo,Streetle,Cloud Glider,Azure Roller
Leroy,57526,Wario,Mach 8,Gold Glider,Slim
Ryan's,107341,Wario,Wild Wiggler,Parachute,Roller
K4I,89039,Wario,Biddybuggy,Cloud Glider,Azure Roller
Shaun,121535,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
Jimmy,74010,Dry Bowser,W 25 Silver Arrow,Cloud Glider,Leaf Tires
K4I,100493,Dry Bowser,Biddybuggy,Super Glider,Azure Roller
Rom,78839,Heavy Mii Varia,W 25 Silver Arrow,Plane Glider,Roller
Ren,81255,Waluigi,Biddybuggy,Plane Glider,Azure Roller
Flarena,107332,Wario,Wild Wiggler,Cloud Glider,Roller
K4I,89023,Heavy Mii,Biddybuggy,Cloud Glider,Azure Roller
K4I,88972,Morton,Biddybuggy,Cloud Glider,Azure Roller
K4I,88917,Morton,Biddybuggy,Cloud Glider,Azure Roller
Liar,117658,Donkey Kong,Yoshi Bike,Cloud Glider,Leaf Tires
Shaun,121564,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
Shaun,121445,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
Ryan's,107271,Wario,Wild Wiggler,Parachute,Roller
Shaun,121396,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
Snowdog,82746,Roy,Wild Wiggler,Cloud Glider,Azure Roller
flc,81682,Baby Daisy,Biddybuggy,Cloud Glider,Roller
flc,81607,Baby Daisy,Biddybuggy,Cloud Glider,Roller
flc,81485,Baby Daisy,Biddybuggy,Cloud Glider,Roller
Thimo,72827,Wario,Sport Bike,Super Glider,Slim
flc,81379,Baby Daisy,Biddybuggy,Cloud Glider,Roller
めまい,102524,Dry Bowser,Yoshi Bike,Cloud Glider,Roller
K4I,88872,Donkey Kong,Biddybuggy,Cloud Glider,Azure Roller
ケーべルト,116346,Roy,Biddybuggy,Super Glider,Roller
Thimo,72820,Wario,Sport Bike,Super Glider,Slim
Jimmy,82706,Roy,Wild Wiggler,Cloud Glider,Azure Roller
flc,81255,Baby Daisy,Biddybuggy,Cloud Glider,Roller
Horse,59541,Wario,Blue Falcon,Waddle Wing,Crimson Slim
Jimmy,74223,Dry Bowser,W 25 Silver Arrow,Cloud Glider,Leaf Tires
Finn,76426,Roy,Splat Buggy,Cloud Glider,Crimson Slim
TylerR,76444,Roy,Splat Buggy,Cloud Glider,Crimson Slim
Lyte,77544,Yoshi,Biddybuggy,Super Glider,Azure Roller
Shaun,121372,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
Ren,85352,Waluigi,Streetle,Super Glider,Roller
はなみん,120790,Dry Bowser,Splat Buggy,Plane Glider,Roller
Kay,120788,Heavy Mii Crossing,Splat Buggy,Paper Glider,Azure Roller
Thimo,72808,Wario,Sport Bike,Super Glider,Slim
K4I,100370,Donkey Kong,Biddybuggy,Super Glider,Azure Roller
Shaun,121331,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
ゆず,72735,Wario,Sport Bike,Super Glider,Slim
Shaun,121309,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
Kevin,88385,Heavy Mii Luigi,W 25 Silver Arrow,Parachute,Azure Roller
Thimo,72707,Wario,Jet Bike,Super Glider,Slim
Ren,85762,Waluigi,Streetle,Super Glider,Roller
Ren,85558,Waluigi,Streetle,Super Glider,Roller
Ren,85489,Waluigi,Streetle,Super Glider,Roller
Swift,117519,Roy,Yoshi Bike,Cloud Glider,Leaf Tires
Ren,85065,Waluigi,Streetle,Waddle Wing,Roller
flc,81107,Baby Daisy,Biddybuggy,Cloud Glider,Roller
Thomus,88133,Morton,Blue Falcon,Gold Glider,Crimson Slim
beat,86622,Wario,Mach 8,Plane Glider,Roller
flc,80992,Baby Daisy,Biddybuggy,Cloud Glider,Roller
Finn,88603,Donkey Kong,Biddybuggy,Plane Glider,Leaf Tires
Jimmy,79454,King Boo,Streetle,Cloud Glider,Azure Roller
TylerR,76926,Roy,Splat Buggy,Cloud Glider,Crimson Slim
Lyte,112486,Morton,Sports Coupe,Paper Glider,Leaf Tires
Demon,100358,Roy,Biddybuggy,Super Glider,Azure Roller
Kamek,118495,Heavy Mii Rosalina,Wild Wiggler,Gold Glider,Azure Roller
Shaun,112436,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
Shaun,112411,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
Demon,100355,Roy,Biddybuggy,Super Glider,Azure Roller
Demon,100336,Roy,Biddybuggy,Super Glider,Azure Roller
flc,81183,Baby Daisy,Biddybuggy,Cloud Glider,Roller
flc,81037,Baby Daisy,Biddybuggy,Cloud Glider,Roller
flc,81021,Baby Daisy,Biddybuggy,Cloud Glider,Roller
flc,81008,Baby Daisy,Biddybuggy,Cloud Glider,Roller
ゆず,72691,Wario,Sport Bike,Super Glider,Slim
Jimmy,79450,King Boo,Streetle,Cloud Glider,Azure Roller
TylerR,76768,Roy,Splat Buggy,Cloud Glider,Crimson Slim
Shaun,112375,Heavy Mii,Sports Coupe,Plane Glider,Leaf Tires
Shaun,78801,Heavy Mii,W 25 Silver Arrow,Plane Glider,Leaf Tires
えぢから,47280,Luigi,Wild Wiggler,Paper Glider,Button
Mike B,84314,Roy,Yoshi Bike,Paper Glider,Leaf Tires
Jimmy,79393,King Boo,Streetle,Cloud Glider,Azure Roller
Rom,78780,Heavy Mii Varia,W 25 Silver Arrow,Plane Glider,Leaf Tires
Rom,78705,Heavy Mii Varia,W 25 Silver Arrow,Plane Glider,Leaf Tires
Jimmy,79302,King Boo,Streetle,Cloud Glider,Azure Roller
Snowdog,82666,Roy,Wild Wiggler,Cloud Glider,Azure Roller
Luigi_Fan2,81871,White Yoshi,Streetle,Cloud Glider,Roller
Horse,59501,Wario,Blue Falcon,Waddle Wing,Crimson Slim
vxlocity,83026,Waluigi,Pipe Frame,Cloud Glider,Azure Roller
Finn,76390,Roy,Splat Buggy,Cloud Glider,Crimson Slim
Finn,75993,Roy,Splat Buggy,Cloud Glider,Crimson Slim
Ren,85011,Waluigi,Streetle,Waddle Wing,Roller
beat,86351,Wario,Mach 8,Plane Glider,Roller
vxlocity,82934,Waluigi,Pipe Frame,Cloud Glider,Azure Roller
Hemi,114040,Wario,Sports Coupe,Gold Glider,Azure Roller
やさしいろうじん,63131,White Yoshi,Mr. Scooty,Cloud Glider,Leaf Tires
SuperFX,88274,Wario,Blue Falcon,Cloud Glider,Slim
flc,80981,Baby Daisy,Biddybuggy,Cloud Glider,Roller
flc,80896,Baby Daisy,Biddybuggy,Cloud Glider,Roller
flc,80847,Baby Daisy,Biddybuggy,Cloud Glider,Roller
Cole,59412,Wario,Sport Bike,Super Glider,Slim
Liar,104600,Dry Bowser,Wild Wiggler,Cloud Glider,Roller
Luigi_Fan2,47408,Luigi,W 25 Silver Arrow,Cloud Glider,Leaf Tires
Thomus,88187,Morton,Blue Falcon,Gold Glider,Crimson Slim
Flarena,107239,Wario,Wild Wiggler,Cloud Glider,Roller
Shaun,78568,Heavy Mii,W 25 Silver Arrow,Plane Glider,Leaf Tires
むし,103277,Roy,Biddybuggy,MKTV Parafoil,Roller
Swift,117630,Roy,Yoshi Bike,Cloud Glider,Leaf Tires
Shaun,123726,Dry Bowser,Splat Buggy,Plane Glider,Slim
X treme,103255,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Shaun,123706,Dry Bowser,Splat Buggy,Plane Glider,Slim
Shaun,123694,Dry Bowser,Splat Buggy,Plane Glider,Slim
Danny,114037,Wario,Mach 8,Cloud Glider,Crimson Slim
Danny,113960,Wario,Mach 8,Cloud Glider,Crimson Slim
Jimmy,85956,Dry Bowser,Biddybuggy,Super Glider,Azure Roller
Mike B,84133,Roy,Yoshi Bike,Plane Glider,Leaf Tires
Mike B,84115,Roy,Yoshi Bike,Plane Glider,Leaf Tires
